	encoder	sensor
709	0.17714	0
710	0.17735	0
711	0.177558	0
712	0.177763	0
713	0.177971	0
714	0.178181	0
715	0.178389	0
716	0.178596	0
717	0.178804	0
718	0.179014	0
719	0.17922	0
720	0.179427	0
721	0.179637	0
722	0.179846	0
723	0.180052	0
724	0.180259	0
725	0.180467	0
726	0.180676	0
727	0.180884	0
728	0.181091	0
729	0.181299	0
730	0.181508	0
731	0.181714	0
732	0.181923	0
733	0.182132	0
734	0.182339	0
735	0.182548	0
736	0.182755	1
737	0.182961	1
738	0.183169	1
739	0.183377	1
740	0.183586	1
741	0.183796	0
742	0.184003	0
743	0.18421	0
744	0.184419	0
745	0.184627	0
746	0.184834	0
747	0.185043	0
748	0.185252	0
749	0.185458	0
750	0.185665	0
751	0.185873	0
752	0.186081	0
753	0.186289	0
754	0.186497	0
755	0.186705	0
756	0.186915	0
757	0.187121	0
758	0.187327	0
759	0.187537	0
760	0.187747	0
761	0.187952	0
762	0.18816	0
763	0.188369	0
764	0.188576	0
765	0.188783	0
766	0.188992	0
767	0.189201	0
768	0.189409	0
769	0.189616	0
770	0.189823	0
771	0.190032	0
772	0.190241	0
773	0.190448	0
774	0.190656	0
775	0.190865	0
776	0.191072	0
777	0.191278	0
778	0.191487	0
779	0.191696	0
780	0.191903	0
781	0.192111	0
782	0.192318	0
783	0.192528	0
784	0.192736	0
785	0.192941	0
786	0.193148	0
787	0.193358	0
788	0.193568	0
789	0.193774	0
790	0.193981	0
791	0.19419	0
792	0.194398	0
793	0.194605	0
794	0.194813	0
795	0.195026	0
796	0.195233	0
797	0.195437	0
798	0.195644	0
799	0.195854	0
800	0.196062	0
801	0.196269	0
802	0.196477	0
803	0.196686	0
804	0.196894	0
805	0.1971	0
806	0.197308	0
807	0.197517	0
808	0.197725	0
809	0.197931	0
810	0.198139	0
811	0.19835	0
812	0.198558	0
813	0.198763	0
814	0.198971	0
815	0.199182	0
816	0.199389	0
817	0.199595	0
818	0.199803	0
819	0.200013	0
820	0.200221	0
821	0.200427	0
822	0.200635	0
823	0.200845	0
824	0.201052	0
825	0.201259	0
826	0.201466	0
827	0.201677	0
828	0.201884	0
829	0.20209	0
830	0.202299	0
831	0.202508	0
832	0.202714	1
833	0.202921	1
834	0.203129	1
835	0.203337	1
836	0.203546	1
837	0.203754	0
838	0.203962	0
839	0.204171	0
840	0.204378	0
841	0.204585	0
842	0.204794	0
843	0.205004	0
844	0.205212	0
845	0.205418	0
846	0.205626	0
847	0.205834	0
848	0.206041	0
849	0.206249	0
850	0.206458	0
851	0.206666	0
852	0.206873	0
853	0.207081	0
854	0.207288	0
855	0.207497	0
856	0.207705	0
857	0.207913	0
858	0.20812	0
859	0.208328	0
860	0.208536	0
861	0.208744	0
862	0.208952	0
863	0.209161	0
864	0.209368	0
865	0.209576	0
866	0.209784	0
867	0.209992	0
868	0.210201	0
869	0.21041	0
870	0.210616	0
871	0.210822	0
872	0.211032	0
873	0.21124	0
874	0.211446	0
875	0.211654	0
876	0.211863	0
877	0.212072	0
878	0.212279	0
879	0.212487	1
880	0.212694	1
881	0.212904	1
882	0.213109	1
883	0.213316	1
884	0.213527	0
885	0.213736	0
886	0.213941	0
887	0.214149	0
888	0.214358	0
889	0.214566	0
890	0.214774	0
891	0.214982	0
892	0.215193	0
893	0.2154	0
894	0.215605	0
895	0.215813	0
896	0.216022	0
897	0.21623	0
898	0.216437	0
899	0.216644	0
900	0.216853	0
901	0.217062	0
902	0.217269	0
903	0.217475	0
904	0.217685	0
905	0.217893	0
906	0.2181	0
907	0.218308	0
908	0.218517	0
909	0.218725	0
910	0.218931	0
911	0.21914	0
912	0.21935	0
913	0.219557	0
914	0.219763	0
915	0.219971	0
916	0.220181	0
917	0.220389	0
918	0.220595	0
919	0.220803	0
920	0.221013	0
921	0.221221	0
922	0.221426	0
923	0.221635	0
924	0.221844	0
925	0.222052	0
926	0.222258	0
927	0.222467	0
928	0.222675	1
929	0.222882	1
930	0.223089	1
931	0.223296	1
932	0.223507	1
933	0.223716	0
934	0.223922	0
935	0.224129	0
936	0.224339	0
937	0.224547	0
938	0.224752	0
939	0.224963	0
940	0.225173	0
941	0.225379	0
942	0.225585	0
943	0.225792	0
944	0.226002	0
945	0.22621	0
946	0.226415	0
947	0.226625	0
948	0.226835	0
949	0.227042	0
950	0.227248	0
951	0.227456	0
952	0.227665	0
953	0.227873	0
954	0.22808	0
955	0.228288	0
956	0.228497	0
957	0.228704	0
958	0.228912	0
959	0.22912	0
960	0.229328	0
961	0.229536	0
962	0.229744	0
963	0.229953	0
964	0.230161	0
965	0.230369	0
966	0.230576	0
967	0.230783	0
968	0.230991	0
969	0.231199	0
970	0.231407	0
971	0.231616	0
972	0.231823	0
973	0.23203	0
974	0.232239	0
975	0.232448	1
976	0.232655	1
977	0.232861	1
978	0.23307	1
979	0.233278	1
980	0.233485	0
981	0.233695	0
982	0.233903	0
983	0.23411	0
984	0.234317	0
985	0.234525	0
986	0.234734	0
987	0.234943	0
988	0.235151	0
989	0.235358	0
990	0.235567	0
991	0.235774	0
992	0.235981	0
993	0.23619	0
994	0.236398	0
995	0.236604	0
996	0.236812	0
997	0.237021	0
998	0.237229	0
999	0.237437	0
1000	0.237644	0
1001	0.237852	0
1002	0.238061	0
1003	0.238269	0
